,Event,Catalog,Detector_short,Detector,Data_source,Sample_rate,Duration,Time_start,Url
189,GW190725_174728,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1248110019.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190725_174728/v1/L-L1_GWOSC_16KHZ_R1-1248110019-4096.hdf5
190,GW190725_174728,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1248112051.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190725_174728/v1/V-V1_GWOSC_16KHZ_R1-1248112051-32.hdf5
191,GW190725_174728,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1248110019.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190725_174728/v1/V-V1_GWOSC_16KHZ_R1-1248110019-4096.hdf5
192,GW190727_060333,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1248242616.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190727_060333/v2/H-H1_GWOSC_16KHZ_R1-1248242616-32.hdf5
193,GW190727_060333,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1248240584.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190727_060333/v2/H-H1_GWOSC_16KHZ_R1-1248240584-4096.hdf5
194,GW190727_060333,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1248242616.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190727_060333/v2/L-L1_GWOSC_16KHZ_R1-1248242616-32.hdf5
195,GW190727_060333,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1248240584.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190727_060333/v2/L-L1_GWOSC_16KHZ_R1-1248240584-4096.hdf5
196,GW190727_060333,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1248242616.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190727_060333/v2/V-V1_GWOSC_16KHZ_R1-1248242616-32.hdf5
197,GW190727_060333,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1248240584.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190727_060333/v2/V-V1_GWOSC_16KHZ_R1-1248240584-4096.hdf5
198,GW190728_064510,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1248331513.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190728_064510/v2/H-H1_GWOSC_16KHZ_R1-1248331513-32.hdf5
199,GW190728_064510,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1248329481.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190728_064510/v2/H-H1_GWOSC_16KHZ_R1-1248329481-4096.hdf5
200,GW190728_064510,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1248331513.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190728_064510/v2/L-L1_GWOSC_16KHZ_R1-1248331513-32.hdf5
201,GW190728_064510,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1248329481.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190728_064510/v2/L-L1_GWOSC_16KHZ_R1-1248329481-4096.hdf5
202,GW190728_064510,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1248331513.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190728_064510/v2/V-V1_GWOSC_16KHZ_R1-1248331513-32.hdf5
203,GW190728_064510,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1248329481.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190728_064510/v2/V-V1_GWOSC_16KHZ_R1-1248329481-4096.hdf5
204,GW190731_140936,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1248617379.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190731_140936/v2/H-H1_GWOSC_16KHZ_R1-1248617379-32.hdf5
205,GW190731_140936,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1248615347.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190731_140936/v2/H-H1_GWOSC_16KHZ_R1-1248615347-4096.hdf5
206,GW190731_140936,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1248617379.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190731_140936/v2/L-L1_GWOSC_16KHZ_R1-1248617379-32.hdf5
207,GW190731_140936,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1248615347.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190731_140936/v2/L-L1_GWOSC_16KHZ_R1-1248615347-4096.hdf5
208,GW190803_022701,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1248834424.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190803_022701/v2/H-H1_GWOSC_16KHZ_R1-1248834424-32.hdf5
209,GW190803_022701,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1248832392.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190803_022701/v2/H-H1_GWOSC_16KHZ_R1-1248832392-4096.hdf5
210,GW190803_022701,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1248834424.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190803_022701/v2/L-L1_GWOSC_16KHZ_R1-1248834424-32.hdf5
211,GW190803_022701,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1248832392.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190803_022701/v2/L-L1_GWOSC_16KHZ_R1-1248832392-4096.hdf5
212,GW190803_022701,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1248834424.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190803_022701/v2/V-V1_GWOSC_16KHZ_R1-1248834424-32.hdf5
213,GW190803_022701,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1248832392.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190803_022701/v2/V-V1_GWOSC_16KHZ_R1-1248832392-4096.hdf5
214,GW190805_211137,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1249074700.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190805_211137/v1/H-H1_GWOSC_16KHZ_R1-1249074700-32.hdf5
215,GW190805_211137,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1249072668.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190805_211137/v1/H-H1_GWOSC_16KHZ_R1-1249072668-4096.hdf5
216,GW190805_211137,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1249074700.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190805_211137/v1/L-L1_GWOSC_16KHZ_R1-1249074700-32.hdf5
217,GW190805_211137,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1249072668.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190805_211137/v1/L-L1_GWOSC_16KHZ_R1-1249072668-4096.hdf5
218,GW190814,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1249852241.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190814/v3/H-H1_GWOSC_16KHZ_R1-1249852241-32.hdf5
219,GW190814,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1249850209.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190814/v3/H-H1_GWOSC_16KHZ_R1-1249850209-4096.hdf5
220,GW190814,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1249852241.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190814/v3/L-L1_GWOSC_16KHZ_R1-1249852241-32.hdf5
221,GW190814,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1249850209.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190814/v3/L-L1_GWOSC_16KHZ_R1-1249850209-4096.hdf5
222,GW190814,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1249852241.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190814/v3/V-V1_GWOSC_16KHZ_R1-1249852241-32.hdf5
223,GW190814,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1249850209.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190814/v3/V-V1_GWOSC_16KHZ_R1-1249850209-4096.hdf5
224,GW190828_063405,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1251009248.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190828_063405/v2/H-H1_GWOSC_16KHZ_R1-1251009248-32.hdf5
225,GW190828_063405,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1251007216.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190828_063405/v2/H-H1_GWOSC_16KHZ_R1-1251007216-4096.hdf5
226,GW190828_063405,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1251009248.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190828_063405/v2/L-L1_GWOSC_16KHZ_R1-1251009248-32.hdf5
227,GW190828_063405,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1251007216.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190828_063405/v2/L-L1_GWOSC_16KHZ_R1-1251007216-4096.hdf5
228,GW190828_063405,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1251009248.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190828_063405/v2/V-V1_GWOSC_16KHZ_R1-1251009248-32.hdf5
229,GW190828_063405,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1251007216.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190828_063405/v2/V-V1_GWOSC_16KHZ_R1-1251007216-4096.hdf5
230,GW190828_065509,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1251010512.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190828_065509/v2/H-H1_GWOSC_16KHZ_R1-1251010512-32.hdf5
231,GW190828_065509,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1251008480.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190828_065509/v2/H-H1_GWOSC_16KHZ_R1-1251008480-4096.hdf5
232,GW190828_065509,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1251010512.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190828_065509/v2/L-L1_GWOSC_16KHZ_R1-1251010512-32.hdf5
233,GW190828_065509,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1251008480.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190828_065509/v2/L-L1_GWOSC_16KHZ_R1-1251008480-4096.hdf5
234,GW190828_065509,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1251010512.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190828_065509/v2/V-V1_GWOSC_16KHZ_R1-1251010512-32.hdf5
235,GW190828_065509,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1251008480.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190828_065509/v2/V-V1_GWOSC_16KHZ_R1-1251008480-4096.hdf5
236,GW190910_112807,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1252150090.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190910_112807/v2/L-L1_GWOSC_16KHZ_R1-1252150090-32.hdf5
237,GW190910_112807,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1252148058.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190910_112807/v2/L-L1_GWOSC_16KHZ_R1-1252148058-4096.hdf5
238,GW190910_112807,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1252150090.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190910_112807/v2/V-V1_GWOSC_16KHZ_R1-1252150090-32.hdf5
239,GW190910_112807,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1252148058.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190910_112807/v2/V-V1_GWOSC_16KHZ_R1-1252148058-4096.hdf5
240,GW190915_235702,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1252627025.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190915_235702/v2/H-H1_GWOSC_16KHZ_R1-1252627025-32.hdf5
241,GW190915_235702,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1252624993.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190915_235702/v2/H-H1_GWOSC_16KHZ_R1-1252624993-4096.hdf5
242,GW190915_235702,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1252627025.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190915_235702/v2/L-L1_GWOSC_16KHZ_R1-1252627025-32.hdf5
243,GW190915_235702,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1252624993.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190915_235702/v2/L-L1_GWOSC_16KHZ_R1-1252624993-4096.hdf5
244,GW190915_235702,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1252627025.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190915_235702/v2/V-V1_GWOSC_16KHZ_R1-1252627025-32.hdf5
245,GW190915_235702,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1252624993.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190915_235702/v2/V-V1_GWOSC_16KHZ_R1-1252624993-4096.hdf5
246,GW190916_200658,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1252699621.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190916_200658/v1/H-H1_GWOSC_16KHZ_R1-1252699621-32.hdf5
247,GW190916_200658,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1252697589.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190916_200658/v1/H-H1_GWOSC_16KHZ_R1-1252697589-4096.hdf5
248,GW190916_200658,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1252699621.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190916_200658/v1/L-L1_GWOSC_16KHZ_R1-1252699621-32.hdf5
249,GW190916_200658,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1252697589.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190916_200658/v1/L-L1_GWOSC_16KHZ_R1-1252697589-4096.hdf5
250,GW190916_200658,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1252699621.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190916_200658/v1/V-V1_GWOSC_16KHZ_R1-1252699621-32.hdf5
251,GW190916_200658,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1252697589.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190916_200658/v1/V-V1_GWOSC_16KHZ_R1-1252697589-4096.hdf5
252,GW190917_114630,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1252755992.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190917_114630/v1/H-H1_GWOSC_16KHZ_R1-1252755992-32.hdf5
253,GW190917_114630,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1252753960.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190917_114630/v1/H-H1_GWOSC_16KHZ_R1-1252753960-4096.hdf5
254,GW190917_114630,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1252755992.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190917_114630/v1/L-L1_GWOSC_16KHZ_R1-1252755992-32.hdf5
255,GW190917_114630,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1252753960.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190917_114630/v1/L-L1_GWOSC_16KHZ_R1-1252753960-4096.hdf5
256,GW190917_114630,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1252755992.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190917_114630/v1/V-V1_GWOSC_16KHZ_R1-1252755992-32.hdf5
257,GW190917_114630,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1252753960.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190917_114630/v1/V-V1_GWOSC_16KHZ_R1-1252753960-4096.hdf5
258,GW190924_021846,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1253326729.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190924_021846/v2/H-H1_GWOSC_16KHZ_R1-1253326729-32.hdf5
259,GW190924_021846,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1253324697.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190924_021846/v2/H-H1_GWOSC_16KHZ_R1-1253324697-4096.hdf5
260,GW190924_021846,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1253326729.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190924_021846/v2/L-L1_GWOSC_16KHZ_R1-1253326729-32.hdf5
261,GW190924_021846,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1253324697.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190924_021846/v2/L-L1_GWOSC_16KHZ_R1-1253324697-4096.hdf5
262,GW190924_021846,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1253326729.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190924_021846/v2/V-V1_GWOSC_16KHZ_R1-1253326729-32.hdf5
263,GW190924_021846,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1253324697.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190924_021846/v2/V-V1_GWOSC_16KHZ_R1-1253324697-4096.hdf5
264,GW190925_232845,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1253489328.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190925_232845/v1/H-H1_GWOSC_16KHZ_R1-1253489328-32.hdf5
265,GW190925_232845,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1253487296.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190925_232845/v1/H-H1_GWOSC_16KHZ_R1-1253487296-4096.hdf5
266,GW190925_232845,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1253489328.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190925_232845/v1/V-V1_GWOSC_16KHZ_R1-1253489328-32.hdf5
267,GW190925_232845,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1253487296.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190925_232845/v1/V-V1_GWOSC_16KHZ_R1-1253487296-4096.hdf5
268,GW190926_050336,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1253509418.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190926_050336/v1/H-H1_GWOSC_16KHZ_R1-1253509418-32.hdf5
269,GW190926_050336,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1253507386.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190926_050336/v1/H-H1_GWOSC_16KHZ_R1-1253507386-4096.hdf5
270,GW190926_050336,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1253509418.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190926_050336/v1/L-L1_GWOSC_16KHZ_R1-1253509418-32.hdf5
271,GW190926_050336,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1253507386.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190926_050336/v1/L-L1_GWOSC_16KHZ_R1-1253507386-4096.hdf5
272,GW190926_050336,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1253509418.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190926_050336/v1/V-V1_GWOSC_16KHZ_R1-1253509418-32.hdf5
273,GW190926_050336,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1253507386.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190926_050336/v1/V-V1_GWOSC_16KHZ_R1-1253507386-4096.hdf5
274,GW190929_012149,GWTC-2.1-confident,H,H1,GWOSC,16384.0,32.0,1253755312.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190929_012149/v2/H-H1_GWOSC_16KHZ_R1-1253755312-32.hdf5
275,GW190929_012149,GWTC-2.1-confident,H,H1,GWOSC,16384.0,4096.0,1253753280.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190929_012149/v2/H-H1_GWOSC_16KHZ_R1-1253753280-4096.hdf5
276,GW190929_012149,GWTC-2.1-confident,L,L1,GWOSC,16384.0,32.0,1253755312.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190929_012149/v2/L-L1_GWOSC_16KHZ_R1-1253755312-32.hdf5
277,GW190929_012149,GWTC-2.1-confident,L,L1,GWOSC,16384.0,4096.0,1253753280.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190929_012149/v2/L-L1_GWOSC_16KHZ_R1-1253753280-4096.hdf5
278,GW190929_012149,GWTC-2.1-confident,V,V1,GWOSC,16384.0,32.0,1253755312.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190929_012149/v2/V-V1_GWOSC_16KHZ_R1-1253755312-32.hdf5
279,GW190929_012149,GWTC-2.1-confident,V,V1,GWOSC,16384.0,4096.0,1253753280.0,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-confident/GW190929_012149/v2/V-V1_GWOSC_16KHZ_R1-1253753280-4096.hdf5
